sampleid,DATE,TARGET_TAXON,TOTAL
sample_39,2/28/2023,PHYLLODOCE LONGIPES,17
sample_60,2/28/2023,GNATHIIDAE,10
sample_193,2/28/2023,OXYDROMUS ANGUSTIFRONS,20
sample_174,2/28/2023,APIONSOMA (APIONSOMA) TRICHOCEPHALUS,19
sample_117,2/28/2023,ARMANDIA AGILIS,108
sample_107,2/28/2023,ERIOPISA INCISA,32
sample_98,2/28/2023,LIOCARCINUS CORRUGATUS,6
sample_45,2/28/2023,MAGELONA ALLENI,14
sample_99,2/28/2023,EDOTIA SP.,17
sample_23,2/28/2023,MELINNA MACULATA,2
sample_151,2/28/2023,AMERICAMYSIS ALMYRA,26
sample_103,2/28/2023,VOLVARINA TAENIOLATA,3
sample_46,3/30/2023,AMPHARETE OCULATA,67
sample_154,3/30/2023,BOONEA IMPRESSA,8
sample_164,3/30/2023,BRANIA WELLFLEETENSIS,18
sample_197,3/30/2023,APOCOROPHIUM SIMILE,37
sample_92,3/30/2023,GOLFINGIA (GOLFINGIA) ELONGATA,8
sample_155,3/30/2023,MALDANE,26
sample_121,3/30/2023,ASYCHIS,8
sample_166,3/30/2023,SIPUNCULIDEA,31
sample_144,3/30/2023,SCOLETOMA FRAGILIS,3
sample_46,3/30/2023,CIRRATULUS,7
sample_10,3/30/2023,MARGINELLIDAE,10
sample_35,3/30/2023,COLUMBELLIDAE,35
sample_53,3/30/2023,DRILONEREIS FILUM,34
sample_40,3/30/2023,LEUCON (LEUCON) AMERICANUS,15
sample_174,3/30/2023,PHORONIDA,12
sample_41,3/30/2023,LIMNODRILUS UDEKEMIANUS,42
sample_112,3/30/2023,POLYNOIDAE,10
sample_52,3/30/2023,PRIONOSPIO EHLERSI,4
sample_141,3/30/2023,ARICIDEA (ACMIRA) CERRUTII,7
sample_82,3/30/2023,ODONTOSYLLIS ENOPLA,29
sample_141,3/30/2023,HELOBDELLA STAGNALIS,7
sample_168,3/30/2023,MICROPROTOPUS,11
sample_36,3/30/2023,GONIADIDAE,33
sample_75,3/30/2023,ERICHSONELLA,8
sample_97,3/30/2023,LEITOSCOLOPLOS ROBUSTUS,9
sample_108,3/30/2023,ARICIDEA (ACMIRA) CATHERINAE,20
sample_86,3/30/2023,STREBLOSOMA BAIRDI,21
sample_191,3/30/2023,BOONEA BISUTURALIS,34
sample_118,3/30/2023,PAGURUS LONGICARPUS,5
sample_134,3/30/2023,PRIONOSPIO HETEROBRANCHIA,40
sample_128,3/30/2023,MACOPLOMA TENTA,4
sample_65,3/30/2023,DIASTYLIDAE,6
sample_97,3/30/2023,PHYLLODOCE,4
sample_12,3/30/2023,MICRONEPHTHYS MINUSCULUS,17
sample_153,3/30/2023,CHONDROCHELIA SAVIGNYI,38
sample_153,3/30/2023,ALIA CARINATA,33
sample_159,3/30/2023,STERNASPIS,15
sample_125,3/30/2023,LISTRIOLOBUS PELODES,6
sample_76,3/30/2023,MUNNOGONIUM WALDRONENSE,19
sample_171,3/30/2023,LEPTOSTRACA,1
sample_49,3/30/2023,CYRTODARIA SILIQUA,5
sample_115,3/30/2023,DIOPATRA TRIDENTATA,28
sample_52,3/30/2023,PALEANOTUS CHRYSOLEPIS,0
sample_146,3/30/2023,STYLOCHIDAE,8
sample_27,3/30/2023,CARAZZIELLA HOBSONAE,14
sample_62,3/30/2023,LANICOLA CARUS,9
sample_30,3/30/2023,EULIMASTOMA DIDYMUM,29
sample_56,3/30/2023,ARCTURELLINA,0
sample_68,10/11/2023,GLYCERA ROBUSTA,28
sample_163,10/11/2023,TRYPANOSYLLIS,8
sample_196,10/11/2023,SCOLETOMA IMPATIENS,17
sample_68,10/11/2023,EUDORELLOPSIS DEFORMIS,4
sample_156,10/11/2023,UNCIOLA SERRATA,4
sample_5,10/11/2023,AMPHIPODA,29
sample_8,10/11/2023,PORIFERA,18
sample_155,10/11/2023,LEPTOCHEIRUS PLUMULOSUS,20
sample_20,10/11/2023,STREBLOSOMA BAIRDI,22
sample_107,10/11/2023,CHAETOPTERIDAE,21
sample_41,10/11/2023,KIRKEGAARDIA DORSOBRANCHIALIS,2
sample_2,10/11/2023,ANCISTROSYLLIS,5
sample_36,10/11/2023,AMPELISCA VERVECEI,4
sample_3,10/11/2023,CLYMENELLA TORQUATA,13
sample_41,10/11/2023,UROMUNNA,12
sample_157,10/11/2023,CERATONEREIS,69
sample_94,10/11/2023,EULEPETHIDAE,5
sample_14,10/11/2023,ARMATOPLANA REISHI,23
sample_141,10/11/2023,EULITHIDIUM AFFINE,22
sample_75,10/11/2023,STYLATULA,21
sample_110,10/11/2023,VIRGULARIA CALIFORNICA,14
sample_171,10/11/2023,DIVARICELLA CUMINGI,15
sample_77,10/11/2023,NUCULANA MINUTA,1
sample_112,10/11/2023,OPHIOPHOLIS ACULEATA,2
sample_48,10/11/2023,VARICORBULA LIMATULA,59
sample_152,10/11/2023,COLOMASTIX IRCINIAE,9
sample_136,10/11/2023,MARENZELLERIA,17
sample_85,10/11/2023,ANGULUS,6
sample_186,10/11/2023,HARPINIA ALA,3
sample_1,10/11/2023,TANAIDACEA,3
sample_159,10/11/2023,CEPHALOTRICHIDAE,22
sample_128,10/11/2023,PRIONOSPIO DUBIA,20
sample_138,10/11/2023,ACANTHOHAUSTORIUS INTERMEDIUS,5
sample_65,10/11/2023,MODIOLULA PHASEOLINA,0
sample_30,10/11/2023,NEPHTYS PUNCTATA,23
sample_140,10/11/2023,ALPHEUS,29
sample_184,10/11/2023,LEPTOSYNAPTA BERGENSIS,5
sample_72,10/11/2023,MYADORA ANTIPODUM,12
sample_163,10/11/2023,PROTODORVILLEA KEFERSTEINI,12
sample_64,10/11/2023,LEVINSENIA MULTIBRANCHIATA,1
sample_23,10/11/2023,VENEROIDA,33
sample_77,10/11/2023,PILARGIS MACULATA,15
sample_169,10/11/2023,VIRGULARIIDAE,24
sample_82,10/11/2023,MALMGRENIA ANDREAPOLIS,64
sample_61,10/11/2023,AMPITHOE VALIDA,31
sample_74,10/11/2023,ARMANDIA BREVIS,76
sample_161,10/11/2023,ORCHOMENE HUMILIS,0
sample_156,10/11/2023,CODAKIA ORBICULARIS,18
sample_96,10/11/2023,CUCUMARIA ,9
sample_72,10/11/2023,UNCIOLA INERMIS,13
sample_13,10/11/2023,CRANGON FRANCISCORUM FRANCISCORUM,45
sample_26,10/11/2023,GONIADIDAE,4
sample_151,10/11/2023,PROTOHYALE (PROTOHYALE) FREQUENS,8
sample_91,5/26/2023,YOLDIA,2
sample_144,5/26/2023,STHENELAIS,27
sample_98,5/26/2023,LAONOME KROYERI,30
sample_194,5/26/2023,GYPTIS BREVIPALPA,3
sample_79,5/26/2023,AMERITELLA VERSICOLOR,0
sample_149,5/26/2023,TRICHOPHOXUS,14
sample_164,5/26/2023,POLYDORA WEBSTERI,2
sample_134,5/26/2023,ONUPHIDAE,2
sample_26,5/26/2023,FARGOA GIBBOSA,2
sample_42,5/26/2023,AMPELISCA ABDITA,7
sample_1,5/26/2023,BYBLIS MINUTICORNIS,0
sample_60,5/26/2023,YOLDIA SAPOTILLA,9
sample_9,5/26/2023,GLYCERA TESSELATA,5
sample_7,5/26/2023,THYONE FUSUS,15
sample_7,5/26/2023,STREPTOSPINIGERA HETEROSETA,5
sample_132,5/26/2023,PHAENOPLANA LONGIPENIS,7
sample_73,5/26/2023,GLYCYMERIS GLYCYMERIS,17
sample_171,5/26/2023,VELIIDAE,6
sample_50,5/26/2023,PROBYTHINELLA PROTERA,18
sample_131,5/26/2023,SOLEMYA OCCIDENTALIS,23
sample_63,5/26/2023,OVALIPES CATHARUS,14
sample_193,5/26/2023,GLOIOBDELLA ELONGATA,18
sample_16,5/26/2023,TELLINA NUCULOIDES,15
sample_153,5/26/2023,EUMIDA,18
sample_112,5/26/2023,COLUMBELLIDAE,1
sample_42,5/26/2023,HEMILAMPROPS ROSEUS,34
sample_194,5/26/2023,TROCHOCHAETA,20
sample_177,5/26/2023,SCHIZOCUMA,12
sample_129,5/26/2023,SACOGLOSSA,4
sample_18,5/26/2023,FABRICINUDA LIMNICOLA,14
sample_46,5/26/2023,AMPHINOMIDAE,16
sample_170,5/26/2023,NEPHTYS KERSIVALENSIS,26
sample_129,5/26/2023,EUCHONE SOUTHERNI,0
sample_67,5/26/2023,ALLORCHESTES ANGUSTA,1
sample_63,5/26/2023,ZEACUMANTUS LUTULENTUS,23
sample_137,5/26/2023,SOLARIELLIDAE,0
sample_31,5/26/2023,OREGONIA GRACILIS,3
sample_40,5/26/2023,DRILONEREIS MAGNA,9
sample_153,5/26/2023,BASSINA ,6
sample_194,5/26/2023,DOSINIA ,5
sample_35,5/26/2023,PINNOTHERIDAE,15
sample_83,5/26/2023,POLYDORINAE,2
sample_160,5/26/2023,CHEVALIA MEXICANA,2
sample_17,5/26/2023,TUBICOLIXA CHAETOPTERANA,9
sample_50,5/26/2023,SEMELE BELLASTRIATA,3
sample_149,5/26/2023,TRACHYCARDIUM EGMONTIANUM,8
sample_135,5/26/2023,PINNIXA FORFICULIMANUS,10
sample_46,5/26/2023,EURYPLAX NITIDA,2
sample_74,5/26/2023,GONIADA GIGANTEA,5
sample_187,5/26/2023,BOONEA BISUTURALIS,32
sample_106,8/3/2023,PARVILUCINA CRENELLA,3
sample_10,8/3/2023,NOTOMASTUS,18
sample_112,8/3/2023,EDWARDSIA ELEGANS,7
sample_107,8/3/2023,GLYCERA,12
sample_6,8/3/2023,GONIADA MACULATA,9
sample_195,8/3/2023,AMEROCULODES,5
sample_172,8/3/2023,APISTOBRANCHUS TYPICUS,1
sample_44,8/3/2023,LANICE CONCHILEGA,0
sample_28,8/3/2023,POTAMOTHRIX VEJDOVSKYI,21
sample_66,8/3/2023,OPHELIA,16
sample_32,8/3/2023,STEPHENSONIANA,2
sample_16,8/3/2023,AMERITELLA MITCHELLI,7
sample_136,8/3/2023,CAPITELLA,15
sample_143,8/3/2023,SOLAMEN GLANDULA,14
sample_64,8/3/2023,LEUCOTHOE,1
sample_60,8/3/2023,PHOXOCEPHALIDAE,12
sample_133,8/3/2023,AMPHARETINAE,22
sample_20,8/3/2023,JASSA FALCATA,8
sample_137,8/3/2023,GAMMARUS PALUSTRIS,3
sample_117,8/3/2023,GYPTIS BREVIPALPA,19
sample_12,8/3/2023,DRILONEREIS MEXICANA,24
sample_133,8/3/2023,NEREIS,11
sample_73,8/3/2023,UROTHOE POSEIDONIS,9
sample_29,8/3/2023,MAGELONA RIOJAI,2
sample_59,8/3/2023,MODIOLUS MODIOLUS,4
sample_114,8/3/2023,EATONIELLA ,7
sample_102,8/3/2023,CAULLERIELLA CABBSI,19
sample_89,8/3/2023,EOHAUSTORIUS,34
sample_9,8/3/2023,EURYLANA ,0
sample_10,8/3/2023,CHIRIDOTEA ,11
sample_65,8/3/2023,PALAEMON ,3
sample_76,8/3/2023,OLIVELLA PERPLEXA,14
sample_98,8/3/2023,GLYCERA CELTICA,4
sample_127,8/3/2023,CUMELLA,58
sample_160,8/3/2023,GALATHEA,5
sample_159,8/3/2023,EULALIA ,5
sample_55,8/3/2023,GAMMARUS LAWRENCIANUS,5
sample_142,8/3/2023,ZAOLUTUS ACTIUS,7
sample_71,8/3/2023,SABELLARIA SPINULOSA,1
sample_129,8/3/2023,OPHELINA ACUMINATA,10
sample_162,8/3/2023,ANTISOLARIUM EGENUM,5
sample_1,8/3/2023,TURBONILLA,8
sample_12,8/3/2023,MICROSPIO GRANULATA,3
sample_89,8/3/2023,POLYDORA CILIATA,17
sample_156,8/3/2023,LEUCON,6
sample_16,11/29/2023,NOTOMASTUS,21
sample_12,11/29/2023,NEPHTYS INCISA,39
sample_158,11/29/2023,MONTICELLINA BAPTISTEAE,6
sample_71,11/29/2023,COTONOPSIS LAFRESNAYI,0
sample_54,11/29/2023,EXOGONE,12
sample_78,11/29/2023,PARAPRIONOSPIO,19
sample_15,11/29/2023,PARVILUCINA CRENELLA,29
sample_11,11/29/2023,POLYGORDIUS APPENDICULATUS,30
sample_119,11/29/2023,CUMACEA,26
sample_96,11/29/2023,EUCLYMENE,57
sample_33,11/29/2023,PINNOTHERINAE,39
sample_123,11/29/2023,MEDIOMASTUS CALIFORNIENSIS,61
sample_197,11/29/2023,PISCICOLIDAE,10
sample_24,11/29/2023,GLYCINDE SOLITARIA,2
sample_118,11/29/2023,TRITELLA PILIMANA,10
sample_199,11/29/2023,LIROBITTIUM QUADRIFILATUM,16
sample_40,11/29/2023,WESTHEIDESYLLIS HETEROCIRRATA,1
sample_142,11/29/2023,POTAMOPYRGUS ANTIPODARUM,9
sample_71,11/29/2023,LEPIDOPHTHALMUS LOUISIANENSIS,62
sample_49,11/29/2023,ACANTHOHAUSTORIUS UNCINUS,9
sample_180,11/29/2023,MAGALLANA GIGAS,25
sample_106,11/29/2023,CARAZZIELLA,0
sample_112,11/29/2023,AUSTINIXA CRISTATA,57
sample_120,11/29/2023,UNCIOLELLA LUNATA,6
sample_164,11/29/2023,ALIGENA ELEVATA,11
sample_75,11/29/2023,CARIDEA,5
sample_17,11/29/2023,HETEROMYSIS ODONTOPS,5
sample_137,11/29/2023,ACIDOSTOMA,4
sample_77,11/29/2023,LYGDAMIS ,42
sample_45,11/29/2023,ZACLYS SARISSA,83
sample_151,11/29/2023,DYDMOCHELIA ,2
sample_5,11/29/2023,TETRASTEMMA CANDIDUM,53
sample_44,11/29/2023,HARTMANODES NYEI,15
sample_83,11/29/2023,DIPOLYDORA CAULLERYI,5
sample_99,11/29/2023,TRAVISIA PARVA,17
sample_81,11/29/2023,STHENELAIS TERTIAGLABRA,12
sample_130,4/21/2023,STOMATOPODA,5
sample_162,4/21/2023,RETUSA OBTUSA,1
sample_131,4/21/2023,DEUTELLA INCERTA,26
sample_143,4/21/2023,PINNIXA,0
sample_126,4/21/2023,STREPTOSYLLIS VERRILLI,20
sample_150,4/21/2023,THEROCHAETA,5
sample_155,4/21/2023,SYLLIDAE,29
sample_110,4/21/2023,HYDROIDES PROTULICOLA,123
sample_4,4/21/2023,APISTOBRANCHUS TULLBERGI,6
sample_13,4/21/2023,BRANCHIOSTOMA,31
sample_40,4/21/2023,GLOBOSOLEMBOS SMITHI,6
sample_144,4/21/2023,MYRIOCHELE,14
sample_114,4/21/2023,HIRUDINIDAE,31
sample_65,4/21/2023,NEREIS PELAGICA,6
sample_69,4/21/2023,DIASTYLIS POLITA,23
sample_134,4/21/2023,GONIADA MACULATA,6
sample_114,4/21/2023,ZEMYSIA ,27
sample_90,4/21/2023,EDWARDSIIDAE,7
sample_110,4/21/2023,POLYCENTROPODIDAE,20
sample_157,4/21/2023,AMPHILEPIS NORVEGICA,20
sample_57,4/21/2023,PODOCERUS BRASILIENSIS,43
sample_112,4/21/2023,UROTHOE ELEGANS,0
sample_31,4/21/2023,DURIDRILUS TARDUS,38
sample_81,4/21/2023,NEPHTYS CIRROSA,26
sample_138,4/21/2023,KIRSTEUERIELLA BIOCELLATA,23
sample_14,4/21/2023,SPHAERODORUM,6
sample_166,4/21/2023,ALCITHOE ,4
sample_51,4/21/2023,OSTREA CONCHAPHILA,1
sample_9,4/21/2023,SYLLIS BROOMENSIS,4
sample_103,4/21/2023,THRACIA,17
sample_94,4/21/2023,DENDRODOA CARNEA,24
sample_200,4/21/2023,OPHIURA LUETKENII,4
sample_197,4/21/2023,CUMACEA,11
sample_74,4/21/2023,HARMOTHOE FRAGILIS,62
sample_86,4/21/2023,ANOPLODACTYLUS VIRIDINTESTINALIS,11
sample_4,6/11/2023,PINNIXA,67
sample_68,6/11/2023,STREPTOSYLLIS VERRILLI,13
sample_172,6/11/2023,TEREBELLIDAE,19
sample_151,6/11/2023,SABACO CAROLINAE,127
sample_171,6/11/2023,POLYGORDIUS JOUINAE,117
sample_44,6/11/2023,CRASSINELLA LUNULATA,78
sample_144,6/11/2023,GYPTIS,43
sample_127,6/11/2023,CRANGON SEPTEMSPINOSA,11
sample_126,6/11/2023,PHASCOLION ,21
sample_101,6/11/2023,CAULLERIELLA PACIFICA,23
sample_112,6/11/2023,DORVILLEA SOCIABILIS,0
sample_112,6/11/2023,CANCER IRRORATUS,89
sample_87,6/11/2023,SCIONELLA JAPONICA,26
sample_20,6/11/2023,ZEATROPHON AMBIGUUS,111
sample_22,6/11/2023,ETEONINAE,47
sample_97,3/15/2023,SCOLETOMA VERRILLI,1
sample_95,3/15/2023,SPIOPHANES,62
sample_172,3/15/2023,PISCICOLIDAE,14
sample_143,3/15/2023,DERO,28
sample_172,3/15/2023,CEREBRATULUS LACTEUS,76
sample_198,3/15/2023,THYASIRA GOULDI,15
sample_141,3/15/2023,TRYPANOSYLLIS ZEBRA,34
sample_143,3/15/2023,ORBINIIDAE,38
sample_197,3/15/2023,GLYCERA TESSELATA,10
sample_22,3/15/2023,INANIDRILUS,9
sample_192,3/15/2023,HESIONURA ELONGATA,0
sample_181,3/15/2023,LINEUS,6
sample_171,3/15/2023,POLYCIRRINI,19
sample_41,3/15/2023,MYTILUS EDULIS,10
sample_34,3/15/2023,MELANELLA ,10
sample_80,3/15/2023,STERNASPIDAE,15
sample_31,3/15/2023,NEONESIDEA KAUAIENSIS,2
sample_134,3/15/2023,AMPHIOPLUS CONIORTODES,44
sample_123,3/15/2023,PLATYNEREIS BICANALICULATA,65
sample_64,3/15/2023,ACARI,29
sample_47,3/15/2023,APHELOCHAETA WILLIAMSAE,27
sample_9,3/15/2023,BATHYPOREIA TENUIPES,4
sample_102,3/15/2023,APHRODITA HASTATA,21
sample_146,3/15/2023,NEPHTYS PUNCTATA,14
sample_179,3/15/2023,NEREIMYRA,3
sample_172,3/15/2023,MAGELONA SACCULATA,1
sample_50,3/15/2023,CYCLOSCALA ECHINATICOSTA,11
sample_71,3/15/2023,XANTHIDAE,11
sample_136,3/15/2023,ZEMYSINA STRIATULA,12
sample_127,7/16/2023,SIGALION,12
sample_183,7/16/2023,ENSIS LEEI,4
sample_10,7/16/2023,EUTHALENESSA ,10
sample_187,7/16/2023,AEVERRILLIA ARMATA,19
sample_83,7/16/2023,CRANGON FRANCISCORUM,4
sample_132,7/16/2023,TROCHOCHAETA WATSONI,12
sample_24,7/16/2023,MALACOPLAX CALIFORNIENSIS,8
sample_139,7/16/2023,ERANNO BICIRRATA,20
sample_12,7/16/2023,CTENODRILINAE,2
sample_67,7/16/2023,PECTINARIA REGALIS,0
sample_118,7/16/2023,THORLAKSONIUS,19
sample_97,7/16/2023,TRICHOBRANCHIDAE,8
sample_161,7/16/2023,THRACIIDAE,1
sample_64,7/16/2023,AMPHICTEIS GLABRA,11
sample_132,7/16/2023,AGLAOPHAMUS MACROURA,25
sample_123,7/16/2023,HARTMANODES,21
sample_63,7/16/2023,NATATOLANA ,2
sample_76,7/16/2023,SEMELE BELLASTRIATA,12
sample_83,7/16/2023,BRANCHELLION LOBATA,3
sample_9,7/16/2023,TRAVISIA ,0
sample_144,7/16/2023,RUTIDERMA APEX,28
sample_61,7/16/2023,MACROCYPRIS GRACILIS,12
sample_71,7/16/2023,PANDORA INORNATA,0
sample_126,7/16/2023,BULLA,1
sample_131,7/16/2023,GALATHEA INTERMEDIA,4
sample_78,7/16/2023,TELLINA RADIATA,5
sample_98,7/16/2023,SPIOCHAETOPTERUS,14
sample_150,7/16/2023,POLYCIRRUS MEDUSA,9
sample_146,7/16/2023,SPHAERODORIDIUM,8
sample_52,7/16/2023,ARTHRITICA CRASSIFORMIS,6
sample_115,7/16/2023,GRAPTACME EBOREA,14
sample_56,7/16/2023,MACOPLOMA EXTENUATA,0
sample_90,7/16/2023,CARELIOPSIS,16
sample_28,7/16/2023,GRANDIDIERELLA JAPONICA,6
sample_26,7/16/2023,YOLDIIDAE,5
sample_44,7/16/2023,CIRROPHORUS,3
sample_135,7/16/2023,STENOTHOE,3
sample_156,7/16/2023,VITRINELLA,0
sample_36,7/16/2023,PLATYNEREIS,5
sample_135,7/16/2023,STREBLOSPIO,7
sample_92,7/16/2023,COMINELLA ADSPERSA,5
sample_192,10/3/2023,CHIRIDOTEA TUFTSII,44
sample_190,10/3/2023,HETEROMASTUS FILIFORMIS,46
sample_35,10/3/2023,LISTRIELLA BARNARDI,9
sample_76,10/3/2023,SABELLINAE,10
sample_151,10/3/2023,PHOTIS DENTATA,12
sample_17,10/3/2023,CIRRATULUS GRANDIS,9
sample_198,10/3/2023,CERAPUS SLAYERI,4
sample_49,10/3/2023,SCHISTOMERINGOS,25
sample_114,10/3/2023,AMEROCULODES,1
sample_187,10/3/2023,ETEONINAE,11
sample_179,10/3/2023,LEPTOSYNAPTA TENUIS,24
sample_175,10/3/2023,ORBINIA (ORBINIA) SERTULATA,11
sample_49,10/3/2023,DISCONATIS ACCOLUS,3
sample_117,10/3/2023,HYPERETEONE,9
sample_180,10/3/2023,PETTIBONEIA DUOFURCA,29
sample_156,10/3/2023,SALVATORIA CLAVATA,23
sample_114,10/3/2023,ANOPLODACTYLUS VIRIDINTESTINALIS,0
sample_185,10/3/2023,SIPHONENTERON BILINEATUM,44
sample_90,10/3/2023,LEUCOTHOE LILLJEBORGI,12
sample_30,10/3/2023,EUDORELLA TRUNCATULA,14
sample_188,10/3/2023,ONOBA CARPENTERI,2
sample_134,10/3/2023,ERINACEUSYLLIS,3
sample_129,10/3/2023,ENSIS ENSIS,7
sample_119,10/3/2023,DIASTYLOPSIS ,17
sample_192,10/3/2023,LEUCON (LEUCON) FALCICOSTA,14
sample_191,10/3/2023,PSEUDOCIRRATULUS ,17
sample_153,10/3/2023,SPIRONTOCARIS ARCUATA,2
sample_102,10/3/2023,PLEOCYEMATA,3
sample_169,10/3/2023,HEXAPANOPEUS ANGUSTIFRONS,21
sample_130,10/3/2023,LEUCOTHOE ALATA,36
sample_4,10/3/2023,PHYLLODOCE ARENAE,5
sample_71,10/3/2023,OWENIA,18
sample_66,7/29/2023,NEPHTYS,12
sample_160,7/29/2023,EXOGONE (EXOGONE) LOUREI,9
sample_96,7/29/2023,FABRICINUDA TRILOBATA,1
sample_145,7/29/2023,CERAPUS TUBULARIS,23
sample_172,7/29/2023,CAPITELLA CAPITATA,9
sample_77,7/29/2023,NEOMYSIS AMERICANA,6
sample_98,7/29/2023,POLYGORDIUS,19
sample_8,7/29/2023,SYLLIS CORNUTA,1
sample_102,7/29/2023,CARDIIDAE,39
sample_11,7/29/2023,EUDORELLOPSIS DEFORMIS,29
sample_171,7/29/2023,ILYODRILUS FRANTZI,0
sample_1,7/29/2023,DEUTELLA INCERTA,3
sample_73,7/29/2023,PHYLLODOCIDAE,0
sample_3,7/29/2023,ERINACEUSYLLIS ERINACEUS,7
sample_192,7/29/2023,HETEROMASTUS,14
sample_65,7/29/2023,PARAHAUSTORIUS ATTENUATUS,0
sample_36,7/29/2023,MICROMALDANE,0
sample_51,7/29/2023,GOLFINGIA (GOLFINGIA) ELONGATA,3
sample_133,7/29/2023,ASTYRIS LUNATA,5
sample_183,7/29/2023,FLABELLIGERIDAE,9
sample_21,7/29/2023,PHASCOLION,5
sample_119,7/29/2023,PAGURUS,24
sample_13,7/29/2023,DODECACERIA CONCHARUM,8
sample_155,7/29/2023,ENNUCULA CONVEXA,8
sample_12,7/29/2023,LIMNODRILUS HOFFMEISTERI,19
sample_11,7/29/2023,PINNIXA SAYANA,1
sample_111,7/29/2023,NEANTHES ACUMINATA,17
sample_109,7/29/2023,PELOGENIA ANTIPODA,8
sample_119,7/29/2023,AMPHILOCHUS MANUDENS,18
sample_70,7/29/2023,ARGOPECTEN,11
sample_176,7/29/2023,EUTHALENESSA ,17
sample_146,7/29/2023,COELOTROCHUS TIARATUS,0
sample_39,7/29/2023,MESOGINELLA TRYPHENENSIS,0
sample_111,7/29/2023,CALLIACTIS PARASITICA,19
sample_15,7/29/2023,AMPELISCA TYPICA,34
sample_81,7/29/2023,TEREBELLA,4
sample_14,7/29/2023,MURICIDAE,13
sample_4,7/29/2023,NEREIS PROCERA,7
sample_99,7/29/2023,EPIALTUS DILATATUS,8
sample_167,7/29/2023,LUTRARIA LUTRARIA,14
sample_70,5/3/2023,DIPLOCIRRUS,13
sample_183,5/3/2023,LUMBRINERIS,3
sample_7,5/3/2023,LYONSIA,6
sample_152,5/3/2023,THYASIRA FLEXUOSA,25
sample_18,5/3/2023,ASTARTE,9
sample_161,5/3/2023,LEPIDONOTUS VARIABILIS,4
sample_51,5/3/2023,PISTA MACULATA,2
sample_197,5/3/2023,STEPHENSONIANA TRIVANDRANA,4
sample_15,5/3/2023,PLEUSTIDAE,8
sample_119,5/3/2023,KIRKEGAARDIA BAPTISTEAE,8
sample_199,5/3/2023,COSSURIDAE,52
sample_162,5/3/2023,AMAEANA TRILOBATA,6
sample_146,5/3/2023,BYBLIS SERRATA,11
sample_71,5/3/2023,FLABELLIGERIDAE,10
sample_30,5/3/2023,OPHELINA CYLINDRICAUDATA,8
sample_116,5/3/2023,MELINNA MACULATA,8
sample_195,5/3/2023,OPHRYOTROCHA,42
sample_103,5/3/2023,ARICIDEA (ARICIDEA) WASSI,40
sample_146,5/3/2023,ACTEOCINA CANDEI,19
sample_64,5/3/2023,GLYCINDE ARMIGERA,17
sample_40,5/3/2023,BATHYMEDON,20
sample_96,5/3/2023,PRISTINA,29
sample_180,5/3/2023,ASTARTE BOREALIS,4
sample_105,5/3/2023,DRILONEREIS LONGA,8
sample_58,5/3/2023,NAIS COMMUNIS,17
sample_193,5/3/2023,UNCIOLA DISSIMILIS,19
sample_121,5/3/2023,TEREBELLIDES STROEMII,26
sample_117,5/3/2023,MYRIANIDA,18
sample_91,5/3/2023,LEMBOS WEBSTERI,4
sample_17,5/3/2023,GONIADELLA GRACILIS,4
sample_135,5/3/2023,DIASTYLIS,9
sample_178,5/3/2023,SYNAPTIDAE,39
sample_181,5/3/2023,HYPERETEONE FAUCHALDI,16
sample_113,5/3/2023,EUSYLLIS BLOMSTRANDI,10
sample_23,5/3/2023,GRANIA,3
sample_122,5/3/2023,LYONSIA NORWEGICA,2
sample_118,5/3/2023,GLOBOSOLEMBOS SMITHI,5
sample_65,5/3/2023,ENTEROPNEUSTA,10
sample_62,5/3/2023,EULIMELLA COENA,20
sample_6,5/3/2023,TAPHROMYSIS BOWMANI,0
sample_1,5/3/2023,SYLLIDES MIKELI,2
sample_110,5/3/2023,DRILONEREIS MEXICANA,5
sample_22,5/3/2023,HETEROTRISSOCLADIUS MARCIDUS,14
sample_2,5/3/2023,ACTINIA EQUINA,7
sample_115,5/3/2023,PHYLLODOCIDA,23
sample_29,5/3/2023,PRIONOSPIO HETEROBRANCHIA,9
sample_106,5/3/2023,DYSPANOPEUS SAYI,8
sample_48,5/3/2023,KURTZIELLA ATROSTYLA,9
sample_90,5/3/2023,AXIOTHELLA RUBROCINCTA,8
sample_180,10/13/2023,MELINNA,8
sample_171,10/13/2023,ERICHSONELLA CRENULATA,51
sample_107,10/13/2023,CEREBRATULUS LACTEUS,2
sample_180,10/13/2023,SPHAEROSYLLIS,36
sample_107,10/13/2023,EUCHONE,20
sample_93,10/13/2023,CHIRIDOTEA TUFTSII,7
sample_14,10/13/2023,IDOTEIDAE,8
sample_186,10/13/2023,PHYLLODOCE LONGIPES,24
sample_121,10/13/2023,SCOLOPLOS ACUTUS,26
sample_30,10/13/2023,PARVILUCINA CRENELLA,4
sample_126,10/13/2023,OPHELINA CYLINDRICAUDATA,76
sample_84,10/13/2023,ILYODRILUS TEMPLETONI,5
sample_77,10/13/2023,PENTIDOTEA STENOPS,10
sample_73,10/13/2023,THYASIRA,13
sample_70,10/13/2023,PARANEBALIA,40
sample_98,10/13/2023,PHERUSA EHLERSI,56
sample_113,10/13/2023,GARI CALIFORNICA,29
sample_173,10/13/2023,LEPIDASTHENIA VARIUS,73
sample_90,10/13/2023,PHYLLODOCE MUCOSA,5
sample_137,10/13/2023,HOPLONEMERTEA,7
